,Unnamed: 0,HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.image_url,Answer.annotatedResult.boundingBoxes,Answer.annotatedResult.inputImageProperties.height,Answer.annotatedResult.inputImageProperties.width,Approve,Reject
46,46,3OND0WXMI0QPQW4EXZL0FS0XQL8HEB,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:17 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:17 PDT 2020,,,3MYYFCXHJ8IVKI93EQW6AQ8R9854G6,A2YBRWIUM45CAJ,Submitted,Fri Apr 17 13:28:28 PDT 2020,Fri Apr 17 13:28:40 PDT 2020,Mon Apr 20 13:28:40 PDT 2020,,,,12,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0360400_r0_w0_2020-02-24_23-34-19.jpg,[],576,720,x,
47,47,36JW4WBR1AVHWA4ASA56XALX2MNHFT,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:17 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:17 PDT 2020,,,38F5OAUN5SN631MX0UCVY242FA8H72,ASCLZFXD9WMON,Submitted,Fri Apr 17 13:33:32 PDT 2020,Fri Apr 17 13:37:10 PDT 2020,Mon Apr 20 13:37:10 PDT 2020,,,,218,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0360400_r0_w0_2020-02-25_04-34-19.jpg,"[{""height"":63,""label"":""Car"",""left"":125,""top"":183,""width"":76}]",576,720,,Task rejected due to one of the following reasons: 1. Not all objects on the image are selected with bounding boxes (including parked and small vehicles); 2. Bounding box is not tight around the object. For more annotation details please reference Task Instruction.
48,48,3V0TR1NRWEDSO7Z72NZVPK1201OA4N,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:17 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:17 PDT 2020,,,3L4D84MIL43ZNWNZ131S1S9B658JHB,ASCLZFXD9WMON,Submitted,Fri Apr 17 13:33:20 PDT 2020,Fri Apr 17 13:35:45 PDT 2020,Mon Apr 20 13:35:45 PDT 2020,,,,145,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0360400_r0_w0_2020-02-25_08-10-19.jpg,[],576,720,x,
49,49,3X55NP42FSRETFM5RSC95AYRLNSP3X,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:17 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:17 PDT 2020,,,34X6J5FLPY9C0PM2KTOMA61CXS4JQ7,A4QDCBGN79832,Submitted,Fri Apr 17 13:34:33 PDT 2020,Fri Apr 17 13:45:09 PDT 2020,Mon Apr 20 13:45:09 PDT 2020,,,,636,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0360400_r0_w0_2020-02-25_08-46-19.jpg,"[{""height"":21,""label"":""Car"",""left"":610,""top"":79,""width"":23}]",576,720,,Task rejected due to one of the following reasons: 1. Not all objects on the image are selected with bounding boxes (including parked and small vehicles); 2. Bounding box is not tight around the object. For more annotation details please reference Task Instruction.
50,50,301KG0KXAGWXVGSY4FQZDRR8TII2HU,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:17 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:17 PDT 2020,,,3N8OEVH1FW1NGO0JLTONTXNYHLWOON,ASCLZFXD9WMON,Submitted,Fri Apr 17 13:32:04 PDT 2020,Fri Apr 17 13:32:29 PDT 2020,Mon Apr 20 13:32:29 PDT 2020,,,,25,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0153100_r0_w0_2020-02-21_15-30-50.jpg,"[{""height"":43,""label"":""Van"",""left"":139,""top"":285,""width"":38},{""height"":24,""label"":""Car"",""left"":233,""top"":197,""width"":20}]",576,704,,Task rejected due to one of the following reasons: 1. Not all objects on the image are selected with bounding boxes (including parked and small vehicles); 2. Bounding box is not tight around the object. For more annotation details please reference Task Instruction.
51,51,3W31J70BBW71VOL87TI22WGMXQZKCP,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:17 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:17 PDT 2020,,,3WT783CTPGS2O5E7RJAASDTIL8UBC9,ASCLZFXD9WMON,Submitted,Fri Apr 17 13:31:54 PDT 2020,Fri Apr 17 13:32:04 PDT 2020,Mon Apr 20 13:32:04 PDT 2020,,,,10,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0153100_r0_w0_2020-02-23_02-30-50.jpg,[],576,704,x,
52,52,338GLSUI57M6MJIQ34H51OSZBX4FSC,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:17 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:17 PDT 2020,,,3MB8LZR5BK4WKCC7A9G2UZ2V2BGLKI,A2YBRWIUM45CAJ,Submitted,Fri Apr 17 13:28:40 PDT 2020,Fri Apr 17 13:29:02 PDT 2020,Mon Apr 20 13:29:02 PDT 2020,,,,22,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0153100_r0_w0_2020-02-23_12-30-50.jpg,"[{""height"":11,""label"":""Car"",""left"":356,""top"":160,""width"":11},{""height"":15,""label"":""Car"",""left"":237,""top"":181,""width"":28}]",576,704,,Task rejected due to one of the following reasons: 1. Not all objects on the image are selected with bounding boxes (including parked and small vehicles); 2. Bounding box is not tight around the object. For more annotation details please reference Task Instruction.
53,53,3WGCNLZJLJJ9UF50ZF7VHN259KBD1F,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:17 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:17 PDT 2020,,,3IXQG4FA2Y90Q774FZ0JQNSAFNRB9S,AIP7PSW2429JL,Submitted,Fri Apr 17 13:31:49 PDT 2020,Fri Apr 17 13:32:09 PDT 2020,Mon Apr 20 13:32:09 PDT 2020,,,,20,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0153100_r0_w0_2020-02-23_17-30-50.jpg,"[{""height"":57,""label"":""Car"",""left"":83,""top"":352,""width"":51}]",576,704,x,
54,54,3Z3R5YC0Q7Y71JV5S4MVBTOLDGIFT1,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:17 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:17 PDT 2020,,,3UJ1CZ6IZM0G66MUNV9X4WX8XFUS5J,A4QDCBGN79832,Submitted,Fri Apr 17 13:34:35 PDT 2020,Fri Apr 17 13:45:36 PDT 2020,Mon Apr 20 13:45:36 PDT 2020,,,,661,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0153100_r0_w0_2020-02-23_22-30-50.jpg,"[{""height"":15,""label"":""Car"",""left"":351,""top"":161,""width"":17}]",576,704,x,
55,55,3EKTG13I0YEPOGFH5IOHKSYDG48MLC,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:17 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:17 PDT 2020,,,3FE2ERCCZ2J51OCK0T12IXSORQSOP4,A17QLTKXOMAPP,Submitted,Fri Apr 17 13:32:08 PDT 2020,Fri Apr 17 13:34:00 PDT 2020,Mon Apr 20 13:34:00 PDT 2020,,,,112,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0153100_r0_w0_2020-02-24_03-30-50.jpg,"[{""height"":4,""label"":""Car"",""left"":112,""top"":186,""width"":29},{""height"":8,""label"":""Car"",""left"":372,""top"":120,""width"":13}]",576,704,,Task rejected due to one of the following reasons: 1. Not all objects on the image are selected with bounding boxes (including parked and small vehicles); 2. Bounding box is not tight around the object. For more annotation details please reference Task Instruction.
56,56,3NSCTNUR33YAKQ37GSI5UC7G0XJA5S,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:17 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:17 PDT 2020,,,3PMBY0YE2CEJ0CZATZWE17YSX8RC90,A4QDCBGN79832,Submitted,Fri Apr 17 13:35:15 PDT 2020,Fri Apr 17 13:48:10 PDT 2020,Mon Apr 20 13:48:10 PDT 2020,,,,775,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0153100_r0_w0_2020-02-24_08-30-50.jpg,"[{""height"":27,""label"":""Van"",""left"":358,""top"":217,""width"":19},{""height"":42,""label"":""Van"",""left"":146,""top"":261,""width"":38},{""height"":22,""label"":""Car"",""left"":229,""top"":199,""width"":19},{""height"":52,""label"":""Car"",""left"":41,""top"":524,""width"":72}]",576,704,x,
57,57,341YLJU22MAXRB3IAX8KD3SNTVX2IN,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:17 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:17 PDT 2020,,,3SLE99ER0SOFWYPHJXUI3BU3UQFZBV,A1RMC2LZQUM9L6,Submitted,Fri Apr 17 13:30:46 PDT 2020,Fri Apr 17 13:35:01 PDT 2020,Mon Apr 20 13:35:01 PDT 2020,,,,255,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0153100_r0_w0_2020-02-24_09-30-50.jpg,"[{""height"":33,""label"":""Car"",""left"":149,""top"":300,""width"":32},{""height"":54,""label"":""Truck"",""left"":359,""top"":208,""width"":27},{""height"":36,""label"":""Car"",""left"":399,""top"":400,""width"":33},{""height"":11,""label"":""Car"",""left"":361,""top"":145,""width"":9},{""height"":5,""label"":""Car"",""left"":372,""top"":126,""width"":7},{""height"":3,""label"":""Car"",""left"":381,""top"":117,""width"":3},{""height"":10,""label"":""Car"",""left"":440,""top"":149,""width"":12}]",576,704,x,
58,58,32204AGABFNNAA053UBOFVL931NHGS,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:17 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:17 PDT 2020,,,39KFRKBFIS6ZA24LRGXLVOL0VVUYO7,AIP7PSW2429JL,Submitted,Fri Apr 17 13:28:36 PDT 2020,Fri Apr 17 13:30:16 PDT 2020,Mon Apr 20 13:30:16 PDT 2020,,,,100,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0153100_r0_w0_2020-02-24_13-30-50.jpg,"[{""height"":20,""label"":""Van"",""left"":313,""top"":171,""width"":38},{""height"":29,""label"":""Van"",""left"":194,""top"":295,""width"":29}]",576,704,,Task rejected due to one of the following reasons: 1. Not all objects on the image are selected with bounding boxes (including parked and small vehicles); 2. Bounding box is not tight around the object. For more annotation details please reference Task Instruction.
59,59,3L60IFZKG7T1A6VGN0T60VXAI10HHR,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:17 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:17 PDT 2020,,,3W8CV64QJ7AAHKAQFRAFCYV8A0WH9E,ASCLZFXD9WMON,Submitted,Fri Apr 17 13:33:34 PDT 2020,Fri Apr 17 13:37:17 PDT 2020,Mon Apr 20 13:37:17 PDT 2020,,,,223,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0153100_r0_w0_2020-02-24_16-06-50.jpg,[],576,704,x,
60,60,3MXX6RQ9FZGZBB59R6HSFFQXZNOP4I,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:17 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:17 PDT 2020,,,35USIKEBNWRF9XU3KI2GX8126BX6N1,A93HHQ9DI0201,Submitted,Fri Apr 17 13:34:10 PDT 2020,Fri Apr 17 13:34:58 PDT 2020,Mon Apr 20 13:34:58 PDT 2020,,,,48,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0153201_r0_w0_2020-02-21_15-26-49.jpg,"[{""height"":49,""label"":""Car"",""left"":116,""top"":177,""width"":54},{""height"":29,""label"":""Car"",""left"":228,""top"":92,""width"":37},{""height"":25,""label"":""Car"",""left"":271,""top"":58,""width"":24},{""height"":26,""label"":""Car"",""left"":429,""top"":57,""width"":25},{""height"":13,""label"":""Car"",""left"":408,""top"":36,""width"":16},{""height"":12,""label"":""Car"",""left"":412,""top"":27,""width"":20}]",576,704,,Task rejected due to one of the following reasons: 1. Not all objects on the image are selected with bounding boxes (including parked and small vehicles); 2. Bounding box is not tight around the object. For more annotation details please reference Task Instruction.
61,61,3XUY87HIWTP9UYX25UPWK5D2G9YMME,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:17 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:17 PDT 2020,,,3HVVDCPGTJ3FNU9TNXJKPYRNU3BTYO,A17QLTKXOMAPP,Submitted,Fri Apr 17 13:30:52 PDT 2020,Fri Apr 17 13:31:29 PDT 2020,Mon Apr 20 13:31:29 PDT 2020,,,,37,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0153201_r0_w0_2020-02-21_20-26-50.jpg,"[{""height"":39,""label"":""Car"",""left"":151,""top"":164,""width"":46}]",576,704,,Task rejected due to one of the following reasons: 1. Not all objects on the image are selected with bounding boxes (including parked and small vehicles); 2. Bounding box is not tight around the object. For more annotation details please reference Task Instruction.
62,62,3EPG8DX9MO1H7U995B02K7WBZJJP5N,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:17 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:17 PDT 2020,,,3O7L7BFSHJ0R8BCRTK8M4OXY1AREIE,A4QDCBGN79832,Submitted,Fri Apr 17 13:34:34 PDT 2020,Fri Apr 17 13:45:23 PDT 2020,Mon Apr 20 13:45:23 PDT 2020,,,,649,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0153201_r0_w0_2020-02-23_12-26-50.jpg,"[{""height"":17,""label"":""Car"",""left"":473,""top"":79,""width"":21}]",576,704,,Task rejected due to one of the following reasons: 1. Not all objects on the image are selected with bounding boxes (including parked and small vehicles); 2. Bounding box is not tight around the object. For more annotation details please reference Task Instruction.
63,63,34F34TZU80ATMMNOSFTKP47N6AM2JZ,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:17 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:17 PDT 2020,,,3ERMJ6L4D33SVFN8RRS8Q7CYWW7M7G,ASCLZFXD9WMON,Submitted,Fri Apr 17 13:33:20 PDT 2020,Fri Apr 17 13:35:35 PDT 2020,Mon Apr 20 13:35:35 PDT 2020,,,,135,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0153201_r0_w0_2020-02-23_17-26-49.jpg,"[{""height"":70,""label"":""Car"",""left"":74,""top"":192,""width"":79},{""height"":46,""label"":""Van"",""left"":230,""top"":126,""width"":31},{""height"":36,""label"":""Car"",""left"":193,""top"":117,""width"":35}]",576,704,,Task rejected due to one of the following reasons: 1. Not all objects on the image are selected with bounding boxes (including parked and small vehicles); 2. Bounding box is not tight around the object. For more annotation details please reference Task Instruction.
64,64,37ZQELHER49FCGI2HV4WXK22LZ8MNE,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:17 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:17 PDT 2020,,,3GU1KF0O4NCLIUNBWOWGCDSPKR9BPN,ASCLZFXD9WMON,Submitted,Fri Apr 17 13:33:25 PDT 2020,Fri Apr 17 13:36:15 PDT 2020,Mon Apr 20 13:36:15 PDT 2020,,,,170,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0153201_r0_w0_2020-02-24_08-26-50.jpg,[],576,704,,Task rejected due to one of the following reasons: 1. Not all objects on the image are selected with bounding boxes (including parked and small vehicles); 2. Bounding box is not tight around the object. For more annotation details please reference Task Instruction.
65,65,3I01FDIL7QJGJ0NWIJ79M6CA1QPD2W,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:17 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:17 PDT 2020,,,3VD82FOHKVZM7Z3GVOFWYXTHS7COCP,ASCLZFXD9WMON,Submitted,Fri Apr 17 13:30:13 PDT 2020,Fri Apr 17 13:30:50 PDT 2020,Mon Apr 20 13:30:50 PDT 2020,,,,37,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0153201_r0_w0_2020-02-24_09-26-50.jpg,"[{""height"":77,""label"":""Car"",""left"":85,""top"":266,""width"":87},{""height"":23,""label"":""Car"",""left"":206,""top"":118,""width"":29},{""height"":16,""label"":""Car"",""left"":311,""top"":38,""width"":13},{""height"":12,""label"":""Car"",""left"":295,""top"":38,""width"":12}]",576,704,,Task rejected due to one of the following reasons: 1. Not all objects on the image are selected with bounding boxes (including parked and small vehicles); 2. Bounding box is not tight around the object. For more annotation details please reference Task Instruction.
66,66,3LOJFQ4BP1QB0GRM7PDDM2Y4IQBKDP,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:17 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:17 PDT 2020,,,3JAOYWH7VNFC3GTG6CPD4QOFRH4L9O,AWS0W79XZZ01O,Submitted,Fri Apr 17 14:28:26 PDT 2020,Fri Apr 17 15:06:59 PDT 2020,Mon Apr 20 15:06:59 PDT 2020,,,,2313,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0153201_r0_w0_2020-02-24_13-26-50.jpg,"[{""height"":20,""label"":""Car"",""left"":470,""top"":117,""width"":35},{""height"":17,""label"":""Car"",""left"":517,""top"":111,""width"":38},{""height"":22,""label"":""Car"",""left"":441,""top"":71,""width"":22},{""height"":19,""label"":""Car"",""left"":246,""top"":87,""width"":20},{""height"":44,""label"":""Car"",""left"":556,""top"":185,""width"":41},{""height"":36,""label"":""Truck"",""left"":444,""top"":32,""width"":25}]",576,704,,Task rejected due to one of the following reasons: 1. Not all objects on the image are selected with bounding boxes (including parked and small vehicles); 2. Bounding box is not tight around the object. For more annotation details please reference Task Instruction.
67,67,3UEBBGULQJZM1WAUS9C5GPANWUPFUS,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:18 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:18 PDT 2020,,,3PEIJLRY6Y4IF6NDD62TT4RDWR4XWH,AWS0W79XZZ01O,Submitted,Fri Apr 17 14:33:39 PDT 2020,Fri Apr 17 15:10:10 PDT 2020,Mon Apr 20 15:10:10 PDT 2020,,,,2191,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0153201_r0_w0_2020-02-24_16-02-49.jpg,"[{""height"":81,""label"":""Car"",""left"":92,""top"":275,""width"":74},{""height"":46,""label"":""Car"",""left"":187,""top"":175,""width"":35},{""height"":19,""label"":""Car"",""left"":489,""top"":87,""width"":24},{""height"":26,""label"":""Car"",""left"":241,""top"":91,""width"":23},{""height"":14,""label"":""Car"",""left"":286,""top"":78,""width"":20},{""height"":20,""label"":""Car"",""left"":277,""top"":98,""width"":22},{""height"":12,""label"":""Car"",""left"":293,""top"":38,""width"":17},{""height"":20,""label"":""Car"",""left"":279,""top"":61,""width"":14}]",576,704,,Task rejected due to one of the following reasons: 1. Not all objects on the image are selected with bounding boxes (including parked and small vehicles); 2. Bounding box is not tight around the object. For more annotation details please reference Task Instruction.
