HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.image_url_0,Input.threadNum,Input.annotation,Input.accepted,Answer.annotatedResult_0.boundingBoxes,Answer.annotatedResult.inputImageProperties.height,Answer.annotatedResult.inputImageProperties.width,Approve,Reject
3DGDV62G8SKP8XQMNSY4M0TZG44P2P,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:28 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:28 PDT 2020,,,3E4GGUZ1TD2QJQQZ03YXF33M1S52KT,A2519LCLPN7Y6I,Submitted,Mon May 25 12:04:46 PDT 2020,Mon May 25 12:05:32 PDT 2020,Mon Jun 01 12:05:32 PDT 2020,,,,46,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150301_r0_w0_2020-04-26_07-55-18.jpg,2,,False,"[{""height"":33,""label"":""Car"",""left"":347,""top"":142,""width"":41},{""height"":12,""label"":""Car"",""left"":444,""top"":82,""width"":14},{""height"":23,""label"":""Car"",""left"":422,""top"":93,""width"":21}]",576,704,x,
3IKMEYR0M06OX6T6A0TWQJ70MUZ2K2,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:45 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:45 PDT 2020,,,37TD41K0AMK15RV925W5I23IUDPCSN,A3BWT1FQEZUN8C,Submitted,Mon May 25 11:40:15 PDT 2020,Mon May 25 11:40:35 PDT 2020,Mon Jun 01 11:40:35 PDT 2020,,,,20,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150302_r0_w0_2020-03-15_13-58-28.jpg,2,,False,"[{""height"":20,""label"":""Car"",""left"":79,""top"":89,""width"":20}]",576,704,,Incorrect classification of Image #1. Task rejected due to one of the following reasons: 1. Not all objects on the image are selected with bounding boxes (including parked and small vehicles). 2. Bounding box is not tight around the object. For more annotation details please reference Task Instruction.
33NOQL7TASAU8GUHQI57NP8GC33Z8N,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:28 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:28 PDT 2020,,,3GDTJDAPVZMWVTSR1WKE478TCXOM8H,A3BWT1FQEZUN8C,Submitted,Mon May 25 11:48:17 PDT 2020,Mon May 25 11:49:29 PDT 2020,Mon Jun 01 11:49:29 PDT 2020,,,,72,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150302_r2_w0_2020-03-02_07-58-28.jpg,2,,False,"[{""height"":37,""label"":""Truck"",""left"":106,""top"":62,""width"":27},{""height"":7,""label"":""Car"",""left"":80,""top"":40,""width"":9},{""height"":13,""label"":""Van"",""left"":103,""top"":22,""width"":9},{""height"":13,""label"":""Car"",""left"":94,""top"":65,""width"":11}]",576,704,x,
3IZPORCT2JKEZ09JJ550EZZG65ARH1,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:28 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:28 PDT 2020,,,31IBVUNM9XAO0VWNN2RB1V8SQU9FV4,A2G4SX2VMF4YLJ,Submitted,Mon May 25 11:28:03 PDT 2020,Mon May 25 11:28:14 PDT 2020,Mon Jun 01 11:28:14 PDT 2020,,,,11,77% (33/43),76% (31/41),73% (27/37),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150301_r0_w0_2020-04-26_13-55-18.jpg,2,,False,"[{""height"":72,""label"":""Car"",""left"":310,""top"":243,""width"":77}]",576,704,x,
3HA5ODM5LE3VIG4G3JM9JAVL0M4SVG,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:45 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:45 PDT 2020,,,3B3WTRP3DGD62U78W678PUP6QYM29S,A2G4SX2VMF4YLJ,Submitted,Mon May 25 11:31:03 PDT 2020,Mon May 25 11:31:12 PDT 2020,Mon Jun 01 11:31:12 PDT 2020,,,,9,77% (33/43),76% (31/41),73% (27/37),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150302_r0_w0_2020-03-16_19-58-28.jpg,2,,False,[],576,704,x,
311HQEI8SWRQ82PYGDD19PCL1JXZ70,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:28 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:28 PDT 2020,,,38BQUHLA91BZGLF78D9A1TYTR2UOMO,AP9QHU7EJQEPR,Submitted,Mon May 25 11:58:05 PDT 2020,Mon May 25 11:58:42 PDT 2020,Mon Jun 01 11:58:42 PDT 2020,,,,37,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r0_w0_2020-04-18_07-54-08.jpg,2,,False,"[{""height"":25,""label"":""Car"",""left"":168,""top"":210,""width"":37},{""height"":9,""label"":""Car"",""left"":93,""top"":123,""width"":10},{""height"":4,""label"":""Car"",""left"":171,""top"":118,""width"":8},{""height"":6,""label"":""Car"",""left"":165,""top"":111,""width"":6}]",576,720,x,
3HO4MYYR26ZQI3HJRG91MJXA4QYU67,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:28 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:28 PDT 2020,,,3X31TUMD72XUEBQL2ZAKPK6WYMQ1L8,A1NRMHZOQ5KL2W,Submitted,Mon May 25 11:37:33 PDT 2020,Mon May 25 11:42:47 PDT 2020,Mon Jun 01 11:42:47 PDT 2020,,,,314,100% (12/12),100% (12/12),100% (12/12),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150301_r0_w0_2020-04-26_19-55-18.jpg,2,,False,[],576,704,x,
3OZ4VAIBF1Q2JDLQGPDVR94Y43RVJ3,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:45 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:45 PDT 2020,,,388U7OUMFCC5AK0GB03GXRWLZMBR0N,A1WF1X8PQQJ2OQ,Submitted,Mon May 25 11:47:55 PDT 2020,Mon May 25 11:48:21 PDT 2020,Mon Jun 01 11:48:21 PDT 2020,,,,26,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150302_r0_w0_2020-03-17_01-58-28.jpg,2,,False,[],576,704,x,
3TX9T2ZCCDC5YHQZOLLD15B2UA6WZZ,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:28 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:28 PDT 2020,,,3S3AMIZX3ZGV32CR5F1GN3HITAKCDY,A2DJUEEP4RUC0J,Submitted,Mon May 25 12:02:28 PDT 2020,Mon May 25 12:02:46 PDT 2020,Mon Jun 01 12:02:46 PDT 2020,,,,18,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r0_w0_2020-04-18_13-54-08.jpg,2,,False,"[{""height"":6,""label"":""Car"",""left"":171,""top"":112,""width"":5},{""height"":5,""label"":""Car"",""left"":164,""top"":111,""width"":4}]",576,720,x,
3X55NP42FSRETFM5RSC95AYRMI4P30,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:28 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:28 PDT 2020,,,392CY0QWG629G9FY4EW9V2L7T244I8,AUYKC1NB9YIRG,Submitted,Mon May 25 11:27:32 PDT 2020,Mon May 25 11:28:36 PDT 2020,Mon Jun 01 11:28:36 PDT 2020,,,,64,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150301_r0_w0_2020-04-27_01-55-18.jpg,2,,False,[],576,704,x,
3M93N4X8IOYMRL4MMU8QGMKR5ZXJSM,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:28 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:28 PDT 2020,,,3907X2AHF5GRUHNFDV35BKPLV272PQ,A2519LCLPN7Y6I,Submitted,Mon May 25 11:44:59 PDT 2020,Mon May 25 11:47:54 PDT 2020,Mon Jun 01 11:47:54 PDT 2020,,,,175,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150302_r2_w0_2020-03-03_01-58-28.jpg,2,,False,"[{""height"":16,""label"":""Car"",""left"":132,""top"":106,""width"":29}]",576,704,x,
3PUOXASB6BEUMLDRVABLNL3RW9LZ9C,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:28 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:28 PDT 2020,,,31JLPPHS2Z5YUZ7X2V4V5UPNRB6O31,A3JREL8PPNS8L2,Submitted,Mon May 25 11:24:11 PDT 2020,Mon May 25 11:26:09 PDT 2020,Mon Jun 01 11:26:09 PDT 2020,,,,118,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r0_w0_2020-04-19_01-54-08.jpg,2,,False,[],576,720,x,
3DTJ4WT8CHQBHH483LR7FZ42N61EZ1,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:28 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:28 PDT 2020,,,3ZGVPD4G6YSFSKJYJJL3350P5ENZTW,A27ENV44NIXJO8,Submitted,Mon May 25 11:31:41 PDT 2020,Mon May 25 11:31:51 PDT 2020,Mon Jun 01 11:31:51 PDT 2020,,,,10,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150301_r0_w0_2020-04-27_07-55-18.jpg,2,,False,[],576,704,,Incorrect classification of Image #1. Task rejected due to one of the following reasons: 1. Not all objects on the image are selected with bounding boxes (including parked and small vehicles). 2. Bounding box is not tight around the object. For more annotation details please reference Task Instruction.
3MXX6RQ9FZGZBB59R6HSFFQX0I0P4L,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:28 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:28 PDT 2020,,,3Y54SXRO1QWY6LPODWMVMDLA3V6UTY,A1OTE7CRHWUOGJ,Submitted,Mon May 25 11:22:13 PDT 2020,Mon May 25 11:22:21 PDT 2020,Mon Jun 01 11:22:21 PDT 2020,,,,8,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150302_r2_w0_2020-03-03_19-58-28.jpg,2,,False,[],576,704,x,
3PKJ68EHER7X1CQ6B0WRC8DPWOGHJZ,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:28 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:28 PDT 2020,,,3HL8HNGX4ACQ3OJKK1MF9DJVZ2PF9N,A3CPXID0CCAPS0,Submitted,Mon May 25 11:22:33 PDT 2020,Mon May 25 11:23:03 PDT 2020,Mon Jun 01 11:23:03 PDT 2020,,,,30,100% (60/60),100% (60/60),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r0_w0_2020-04-19_07-54-08.jpg,2,,False,"[{""height"":16,""label"":""Car"",""left"":206,""top"":130,""width"":21},{""height"":10,""label"":""Car"",""left"":96,""top"":111,""width"":11}]",576,720,x,
38F60IALBKSG4FGFPM3A8M1H8960TM,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:46 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:46 PDT 2020,,,34S9DKFK780HSH49Q1X8GZLVA22NYX,A1HY6AZ6EWI5XN,Submitted,Mon May 25 12:56:32 PDT 2020,Mon May 25 12:57:11 PDT 2020,Mon Jun 01 12:57:11 PDT 2020,,,,39,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150302_r0_w0_2020-03-17_07-58-28.jpg,2,,False,"[{""height"":34,""label"":""Car"",""left"":108,""top"":123,""width"":36},{""height"":5,""label"":""Car"",""left"":89,""top"":44,""width"":7}]",576,704,x,
3FDWKV9VDRDS762BEWGIBFUWUQDMU9,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:28 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:28 PDT 2020,,,33FBRBDW6TAJM7G0O7Q01B3HIJHC8M,A3FA5P7O80KJAP,Submitted,Mon May 25 11:34:15 PDT 2020,Mon May 25 11:42:17 PDT 2020,Mon Jun 01 11:42:17 PDT 2020,,,,482,100% (18/18),100% (18/18),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150301_r0_w0_2020-04-27_13-55-18.jpg,2,,False,"[{""height"":18,""label"":""Car"",""left"":442,""top"":83,""width"":15},{""height"":22,""label"":""Car"",""left"":467,""top"":96,""width"":27},{""height"":25,""label"":""Car"",""left"":416,""top"":101,""width"":24}]",576,704,x,
3087LXLJ7QR6LAYEU2YLRIMGH0XF0S,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:28 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:28 PDT 2020,,,3WJ1OXY92FRVTSJ24TU9VGDTIGU8AE,A234WZ4KX8IW07,Submitted,Mon May 25 11:22:18 PDT 2020,Mon May 25 11:22:31 PDT 2020,Mon Jun 01 11:22:31 PDT 2020,,,,13,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150302_r2_w0_2020-03-04_01-58-28.jpg,2,,False,[],575,704,x,
3XDSWAMB363N6RJ3KY2ZYISVXR3QCQ,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:45 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:45 PDT 2020,,,339ANSOTRADUUB41P6JP2JA3QOZKIJ,A1M2NBFB7EX8I0,Submitted,Mon May 25 11:53:22 PDT 2020,Mon May 25 11:53:38 PDT 2020,Mon Jun 01 11:53:38 PDT 2020,,,,16,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150302_r0_w0_2020-03-17_19-58-28.jpg,2,,False,"[{""height"":38,""label"":""Car"",""left"":114,""top"":130,""width"":44}]",576,704,x,
34YWR3PJ3CLNLWPZUW47XPMNL5TX01,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:28 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:28 PDT 2020,,,3TE22NPXPGNF82GJJPU511BOOKA440,AUYKC1NB9YIRG,Submitted,Mon May 25 12:02:32 PDT 2020,Mon May 25 12:02:38 PDT 2020,Mon Jun 01 12:02:38 PDT 2020,,,,6,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r0_w0_2020-04-19_13-54-08.jpg,2,,False,[],576,720,x,
3MZ3TAMYUPYEVVK3PNNLEB0V6IPRIU,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:28 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:28 PDT 2020,,,3NPFYT4IZHFMIKXDY1YB715P7KGXGN,A1OTE7CRHWUOGJ,Submitted,Mon May 25 11:26:15 PDT 2020,Mon May 25 11:26:35 PDT 2020,Mon Jun 01 11:26:35 PDT 2020,,,,20,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150302_r2_w0_2020-03-04_07-58-36.jpg,2,,False,"[{""height"":27,""label"":""Car"",""left"":87,""top"":96,""width"":24},{""height"":16,""label"":""Van"",""left"":72,""top"":64,""width"":14}]",576,704,x,
3A3KKYU7Q7S5ZARG9WVJT3FTF6OMW8,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:28 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:28 PDT 2020,,,3TXMY6UCAJZPSBGWA170N2OHCP3QCB,A3BWT1FQEZUN8C,Submitted,Mon May 25 11:37:25 PDT 2020,Mon May 25 11:37:31 PDT 2020,Mon Jun 01 11:37:31 PDT 2020,,,,6,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r0_w0_2020-04-19_19-54-08.jpg,2,,False,[],576,720,x,
3QX22DUVPSSSKLRBJMQN71WF8XMMVY,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:28 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:28 PDT 2020,,,3DZQRBDBSQQDSRZQ9CL4PZZOO0BS34,A1MYS97VELFE9V,Submitted,Mon May 25 11:35:36 PDT 2020,Mon May 25 11:35:56 PDT 2020,Mon Jun 01 11:35:56 PDT 2020,,,,20,100% (8/8),100% (8/8),100% (8/8),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150301_r0_w0_2020-04-27_19-55-18.jpg,2,,False,"[{""height"":24,""label"":""Car"",""left"":475,""top"":47,""width"":21}]",576,704,x,
3FBEFUUYSOG63U3LLBSAMILGXN7A6C,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:45 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:45 PDT 2020,,,39GAF6DQWWBXAG2FG3CQCT4YPKQV1J,A3FA5P7O80KJAP,Submitted,Mon May 25 11:32:08 PDT 2020,Mon May 25 11:38:58 PDT 2020,Mon Jun 01 11:38:58 PDT 2020,,,,410,100% (18/18),100% (18/18),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150302_r0_w0_2020-03-18_07-58-28.jpg,2,,False,"[{""height"":10,""label"":""Car"",""left"":71,""top"":65,""width"":11}]",576,704,x,
30QQTY5GNOV9M3VOAQETSXX6Z1IU76,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:28 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:28 PDT 2020,,,3TXMY6UCAJZPSBGWA170N2OHCPJQCR,A38USNFPASG5WW,Submitted,Mon May 25 13:00:18 PDT 2020,Mon May 25 13:01:23 PDT 2020,Mon Jun 01 13:01:23 PDT 2020,,,,65,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150302_r2_w0_2020-03-04_19-58-28.jpg,2,,False,[],575,704,x,
